Name,Player ID,URL
santiago-espinal,669289,https://www.mlb.com/player/santiago-espinal-669289
paolo-espino,502179,https://www.mlb.com/player/paolo-espino-502179
anderson-espinoza,659262,https://www.mlb.com/player/anderson-espinoza-659262
carlos-estevez,608032,https://www.mlb.com/player/carlos-estevez-608032
jeremiah-estrada,669093,https://www.mlb.com/player/jeremiah-estrada-669093
thairo-estrada,642731,https://www.mlb.com/player/thairo-estrada-642731
alex-faedo,656412,https://www.mlb.com/player/alex-faedo-656412
pete-fairbanks,664126,https://www.mlb.com/player/pete-fairbanks-664126
stuart-fairchild,656413,https://www.mlb.com/player/stuart-fairchild-656413
bailey-falter,663559,https://www.mlb.com/player/bailey-falter-663559
jeurys-familia,544727,https://www.mlb.com/player/jeurys-familia-544727
buck-farmer,571656,https://www.mlb.com/player/buck-farmer-571656
kyle-farmer,571657,https://www.mlb.com/player/kyle-farmer-571657
luke-farrell,608652,https://www.mlb.com/player/luke-farrell-608652
calvin-faucher,676534,https://www.mlb.com/player/calvin-faucher-676534
erick-fedde,607200,https://www.mlb.com/player/erick-fedde-607200
mario-feliciano,666128,https://www.mlb.com/player/mario-feliciano-666128
michael-feliz,593140,https://www.mlb.com/player/michael-feliz-593140
ryan-feltner,663372,https://www.mlb.com/player/ryan-feltner-663372
caleb-ferguson,657571,https://www.mlb.com/player/caleb-ferguson-657571
freddy-fermin,666023,https://www.mlb.com/player/freddy-fermin-666023
